,Date,Open,High,Low,Close,Adj Close,Volume,Weekday,Month,WeekN,Gap,InDayChange,InDayHighLow,min25,max25,min100,max100,min250,max250,delta2,delta3,delta4,delta5,nextDayChangeRatio,Target
250,2016-07-19,85.760002,86.150002,85.099998,85.919998,78.6968,1978400,1,7,29,-0.3138405243966161,0.1862150881335061,1.2220717230463636,14.047951909868534,0.12802723761701776,14.269080872185315,6.948325347959151,14.269080872185315,33.78724357046655,0.43062733777065837,-0.03491503805666924,1.1522323359458178,2.0251373841977975,0.8310260945409248,0
251,2016-07-20,86.389999,87.050003,86.010002,86.639999,79.35627,1248800,2,7,29,0.5470216607779673,0.28855032650681356,1.2003705124696546,14.762235858289891,-0.7040627966766244,14.981527181227234,6.059556856643084,14.981527181227234,27.100651282325146,0.7040627966766244,1.2580748067644822,0.7964012095614253,1.9736830791052944,-0.9672544217982735,0
252,2016-07-21,86.379997,86.900002,85.529999,85.809998,78.596046,1666600,3,7,29,-0.3000946479696982,-0.6642570950765084,1.5965540518949752,13.937769815587217,0.9672544217982735,14.15918224354229,7.085422610078619,14.15918224354229,26.71018008880504,-0.12819019061160408,-0.2563815465885579,0.3029891691641682,-0.16314998632211028,0.058237828345708724,0
253,2016-07-22,86.010002,86.209999,85.190002,85.860001,78.64183,1331500,4,7,29,0.2330777353007361,-0.1747041675436309,1.1879769253671326,13.987890589472503,0.9084532854827316,14.209174071637847,7.023058385475684,14.209174071637847,25.786162056997885,-0.9084532854827316,-0.06987770708273093,-0.1979944071978368,0.361050543197633,-0.5268668527401031,0
254,2016-07-25,85.900002,85.93,85.010002,85.410004,78.229668,1858200,0,7,30,0.04658863211520779,-0.573700944915071,1.0771548494483232,13.534721295645884,1.4401064774566716,13.757170647129346,7.586927404897443,13.757170647129346,26.448887650210157,-0.4683221885810852,-1.4401064774566716,-0.5971127222989078,-0.7259044268397447,0.3500116713336977,0
255,2016-07-26,85.279999,86.040001,84.620003,85.709999,78.504456,1646100,1,7,30,-0.15221284850893702,0.501691757107584,1.6567471900215596,13.837359862762334,1.085054265372243,14.059030615552796,7.210360602150989,14.059030615552796,25.749621114801332,-0.17501108592942655,-0.1166713349279083,-1.085054265372243,-0.24501108674614555,-0.3395001250175509,0
256,2016-07-27,85.709999,85.800003,84.660004,85.419998,78.238838,1839800,2,7,30,0.0,-0.3395001250175509,1.334580925651629,13.544837591777988,1.428238150977241,13.767260917051303,7.574339910427059,13.767260917051303,25.556078800189148,0.011699836377900704,-0.5151053738025024,-0.4565675592733991,-1.428238150977241,-0.7073779768922585,0
257,2016-07-28,85.050003,85.059998,84.239998,84.82,77.689293,2434600,3,7,30,-0.43314798485479117,-0.27116599858525187,0.9667531242631375,12.933272813015794,2.1457191700070855,13.157269511907561,8.33529709974064,13.157269511907561,26.444234850271176,-1.0492796510257052,-0.6955953784484881,-1.2261270926668284,-1.167175194529592,0.4343256148767477,0
258,2016-07-29,84.339996,85.379997,84.120003,85.190002,78.028175,1935900,4,7,30,-0.5659089837302451,0.9977767109337636,1.4790397586796697,13.311425911223722,1.7020741471516765,13.534449735075723,7.86476915448364,13.534449735075723,25.89505514978153,-0.26998003826787076,-0.6103967458528635,-0.2582486146672397,-0.7864760937556851,0.40916412895529053,0
259,2016-08-01,85.279999,86.32,85.110001,85.540001,78.348747,2930400,0,8,31,0.10564267858568283,0.3039537023152479,1.4145417183242681,13.666124460297825,1.2859457413380195,13.888235750663602,7.423425211323062,13.888235750663602,25.37993774398015,0.8417126392130981,0.14028875215935172,-0.19873509236923265,0.15197217498279317,4.34976965224198,1
260,2016-08-02,88.639999,90.540001,87.580002,89.43,81.911728,5179200,1,8,31,3.624033158475178,0.8833735882813415,3.3098501621379963,17.421449178128153,-3.11975958850498,17.633899138991396,2.750753662082071,17.633899138991396,19.92619926199261,4.741136084088113,5.154869730515502,4.483956166834395,4.1596790786089795,0.5117354601372243,0
261,2016-08-03,89.339996,89.889999,88.370003,89.889999,82.333038,2565200,2,8,31,-0.1006418427820726,0.6118622829220455,1.6909511813433284,16.20869858948381,-0.5117354601372243,18.05539568422957,2.2249416200349494,18.05539568422957,18.78963198119515,4.839245798634394,5.228609469669697,5.640225894317798,4.972745633248918,-1.0226972008531026,0
262,2016-08-04,89.709999,89.809998,88.440002,88.980003,81.499573,1897400,3,8,31,-0.20024474580315305,-0.8204045576397654,1.539667289064922,13.171499893071479,1.0226972008531026,17.21735050964203,3.270393236556765,17.21735050964203,20.004490222370535,-0.5057282364892822,3.866039429106327,4.259385111506447,4.675211125807675,0.4140962599685822,0
263,2016-08-05,89.370003,90.480003,89.25,89.349998,81.838432,1527200,4,8,31,0.4383007269622149,-0.022389480075867052,1.376612230030488,11.22551564019062,0.6043659900249844,17.560150365084507,2.842754400509336,17.560150365084507,19.507556116565336,-0.6043659900249844,-0.0895377748077929,4.264126564390069,4.655843417030622,-0.7668884801373206,0
