,Date,Open,High,Low,Close,Adj Close,Volume,Weekday,Month,WeekN,Gap,InDayChange,InDayHighLow,min25,max25,min100,max100,min250,max250,delta2,delta3,delta4,delta5,nextDayChangeRatio,Target
250,2016-07-19,5.5,5.55,5.34,5.41,5.41,23439600,1,7,29,-0.1814882032667838,-1.6635859519408478,3.88170055452865,18.85397412199631,1.848428835489827,62.476894639556384,1.848428835489827,70.0554528650647,1.848428835489827,4.990757855822559,4.4362292051756045,5.914972273567472,4.990757855822559,0.0,0
251,2016-07-20,5.48,5.5,5.4,5.41,5.41,20102400,2,7,29,1.2939001848428888,-1.2939001848428888,1.8484288354898273,18.85397412199631,1.848428835489827,61.73752310536045,1.848428835489827,70.0554528650647,1.848428835489827,-1.848428835489827,4.990757855822559,4.4362292051756045,5.914972273567472,-3.6398467432950268,-1
252,2016-07-21,5.43,5.45,5.1,5.22,5.22,40242000,3,7,29,0.3696857670979588,-4.022988505747126,6.704980842911888,15.325670498084289,5.555555555555556,59.00383141762451,5.555555555555556,68.9655172413793,5.555555555555556,-3.6398467432950268,-5.555555555555556,1.5325670498084305,0.9578544061302648,10.616438356164386,1
253,2016-07-22,5.73,5.97,5.45,5.84,5.84,101838300,4,7,29,9.770114942528748,1.8835616438356066,8.904109589041088,19.178082191780824,-5.65068493150685,62.671232876712324,-5.65068493150685,72.26027397260275,-5.65068493150685,7.363013698630132,7.363013698630132,5.65068493150685,11.986301369863016,12.835820895522392,1
254,2016-07-25,5.93,6.95,5.92,6.7,6.7,118328600,0,7,30,1.5410958904109566,11.492537313432843,15.373134328358212,29.552238805970156,-12.835820895522392,66.26865671641792,-12.835820895522392,75.22388059701493,-12.835820895522392,22.08955223880598,19.253731343283583,19.253731343283583,17.761194029850753,4.0114613180515795,1
255,2016-07-26,6.76,7.16,6.71,6.98,6.98,81230600,1,7,30,0.8955223880596956,3.15186246418339,6.446991404011464,32.37822349570201,-4.0114613180515795,67.621776504298,-4.0114613180515795,76.21776504297993,-4.0114613180515795,16.33237822349571,25.214899713467055,22.492836676217767,22.492836676217767,-1.8978102189781136,0
256,2016-07-27,6.93,6.98,6.68,6.85,6.85,38567300,2,7,30,-0.7163323782235058,-1.1678832116788334,4.379562043795631,31.094890510948908,1.8978102189781136,67.00729927007299,1.8978102189781136,75.76642335766424,1.8978102189781136,2.1897810218978027,14.744525547445251,23.795620437956206,21.02189781021897,-0.4398826979472047,0
257,2016-07-28,6.79,6.98,6.74,6.82,6.82,27515600,3,7,30,-0.8759124087591185,0.4398826979472177,3.5190615835777157,30.791788856304994,2.346041055718477,66.86217008797655,2.346041055718477,75.65982404692082,2.346041055718477,-2.346041055718477,1.7595307917888579,14.369501466275665,23.46041055718476,0.5830903790087468,0
258,2016-07-29,6.88,6.96,6.75,6.86,6.86,22580500,4,7,30,0.8797653958944224,-0.2915451895043669,3.0612244897959178,31.19533527696794,1.7492711370262406,67.05539358600583,1.7492711370262406,75.80174927113703,1.7492711370262406,0.14577259475219642,-1.7492711370262406,2.3323615160349873,14.868804664723038,-3.3132530120482024,-1
259,2016-08-01,6.89,6.92,6.57,6.64,6.64,26729000,0,8,31,0.43731778425655043,-3.7650602409638556,5.271084337349392,28.91566265060241,5.120481927710855,65.96385542168674,5.120481927710855,75.0,5.120481927710855,-2.710843373493985,-3.1626506024096384,-5.120481927710855,-0.9036144578313329,-6.0702875399361,-1
