,Date,Open,High,Low,Close,Adj Close,Volume,Weekday,Month,WeekN,Gap,InDayChange,InDayHighLow,min25,max25,min100,max100,min250,max250,delta2,delta3,delta4,delta5,nextDayChangeRatio,Target
250,2016-07-19,24.889999,25.0,24.834999,24.967501,23.324263,95119600,1,7,29,-0.27046378844034874,0.31041152256286714,0.6608630955897435,7.840195941115601,-0.040056071290430866,9.542412754884836,12.245915199923294,9.542412754884836,25.382992875418335,1.0914228059908693,1.0814097894699075,3.003904956286975,2.4531930528409642,0.09003201280512135,0
251,2016-07-20,25.0,25.115,24.934999,24.99,23.345284,105104000,2,7,29,0.13016520956583275,-0.040016006402567285,0.7202921168467274,7.92316926770707,-0.09003201280512135,9.623853541416562,12.144857943177271,9.623853541416562,25.210088035214095,0.1300520208083188,1.180472188875543,1.1704681872748974,3.0912324929971984,-0.5330383184149521,0
252,2016-07-21,24.9575,25.25,24.782499,24.8575,23.221504,130808000,3,7,29,-0.1300520208083188,-0.40229307050185203,1.8807241275268978,7.432364477521874,0.5330383184149521,9.142114050085494,12.74263300814642,9.142114050085494,25.213718193704103,-0.4425264004827392,-0.402293070501852,0.6537262395655291,0.6436689128029774,-0.7804540530932942,0
253,2016-07-22,24.815001,24.825001,24.577499,24.665001,23.041672,113254800,4,7,29,-0.1709705320325976,-0.608149174613853,1.0034542467685317,6.709916614234066,1.317652490668856,8.433009996634503,13.622537457022599,8.433009996634503,25.055737885435324,-1.317652490668856,-1.2264341688046088,-1.1858868361691912,-0.12162578059494143,-1.356079776292575,0
254,2016-07-25,24.5625,24.709999,24.23,24.334999,22.733387,161531600,0,7,30,-0.4155726569806349,-0.9348716225548239,1.972463610949807,5.444828660153215,2.691600685909207,7.191288563439021,15.163349708787736,7.191288563439021,26.75159345599316,-2.147117408963123,-2.691600685909207,-2.599145370829885,-2.5580481840167724,-0.693075411192715,0
255,2016-07-26,24.205,24.4925,24.105,24.1675,22.576918,224959200,1,7,30,-0.5342058982620116,-0.15516706320470827,1.60339298644874,4.789490017585596,3.403330919623453,6.548054205027415,15.961518568325223,6.548054205027415,27.22664321919934,-2.058553842970931,-2.8550739629667996,-3.403330919623453,-3.3102348194889757,6.100044918894408,1
256,2016-07-27,26.067499,26.0875,25.6875,25.737499,24.043583,369379200,2,7,30,7.861793731250651,-1.2821758633191276,1.5541525615989285,10.597373894021318,-2.9043187141066085,12.248664876101598,8.887813847025303,12.248664876101598,19.057799671988327,5.449247419106262,4.1670637850243315,3.4191317501362426,2.9043187141066085,1.3321832981477213,0
257,2016-07-28,25.7075,26.112499,25.705,26.084999,24.368214,159479200,3,7,30,-0.11655755673851648,1.4471880945826383,1.562196724638561,11.78838074711062,-1.3321832981477213,13.417673506523807,7.437228577237049,13.417673506523807,17.471731549615924,7.3509644374531105,6.708836753261903,5.443734155404797,4.705765946166983,-0.1247442663851891,0
258,2016-07-29,26.047501,26.137501,25.92,26.0525,24.337851,110934800,4,7,30,-0.14375312032789178,0.01918817771806152,0.834856539679488,11.678341809807108,0.1247442663851891,13.30966701852029,7.5712503598503025,13.30966701852029,17.61827079934747,1.2091008540447128,7.235390077727658,6.592461376067551,5.325780635255727,1.7350343522853686,0
259,2016-08-01,26.102501,26.5375,26.102501,26.512501,24.767578,152671600,0,8,31,0.19192399961616638,1.5464402999928228,1.640731668430682,13.210752919915018,-1.6124544417744688,14.813774075859538,5.704852212924003,14.813774075859538,15.577553396414762,1.6124544417744688,2.9231568911586296,8.844887926642604,8.213114258817003,-1.5026798812144069,0
260,2016-08-02,26.512501,26.5175,26.0,26.120001,24.400913,135266400,1,8,31,0.0,-1.5026798812144069,1.9812403529387241,11.90658836498512,1.5026798812144069,13.533697797331625,7.293257760595034,13.533697797331625,17.314314038502523,0.25842648321491274,0.13400458905035512,1.4644027004439961,7.475118396817819,1.238298515927793,0
