,Date,Open,High,Low,Close,Adj Close,Volume,Weekday,Month,WeekN,Gap,InDayChange,InDayHighLow,min25,max25,min100,max100,min250,max250,delta2,delta3,delta4,delta5,nextDayChangeRatio,Target
250,2016-07-19,729.890015,736.98999,729.0,736.960022,736.960022,1227500,1,7,29,-0.5301335340648886,0.9593474257685083,1.0841822841782365,9.322081245812818,-0.4315014254599509,9.322081245812818,4.023279705123553,21.018782481527882,5.378847266697458,2.3217061291284007,2.1724394162591314,2.711143264702088,2.2145037061454107,0.5707011682006025,0
251,2016-07-20,737.330017,742.130005,737.099976,741.190002,741.190002,1289700,2,7,29,0.05020557275222416,0.520782119238577,0.678642316602648,9.839581187442958,-0.5707011682006025,9.839581187442958,3.4296176326458325,21.46952921256486,4.7774489543100875,0.9997400099846511,2.8791572933278826,2.7307424473326924,3.266371906619444,-0.3465871928666189,0
252,2016-07-21,740.359985,741.690002,735.830994,738.630005,738.630005,1026300,3,7,29,-0.11198437617349268,-0.23421469318729732,0.7932263731961468,9.527096722803728,0.3465871928666189,9.527096722803728,3.788091440991497,21.19735265831775,5.140594173398085,0.226091952492507,0.6566177879546025,2.5425488909024234,2.3936196580587015,0.5533544787321942,0
253,2016-07-22,741.859985,743.23999,736.559998,742.73999,742.73999,1259800,4,7,29,0.4372933644903944,0.11848089665940605,0.8993715283864119,10.02773258512714,-0.20868514162001495,10.02773258512714,3.2137753886121057,21.633410636742486,4.558793986573947,0.20868514162001495,0.7781953412795308,1.2063388427489976,3.081834061472853,-0.4014720683057674,0
254,2016-07-25,740.669983,742.609985,737.5,739.77002,739.77002,1032400,0,7,30,-0.27869874086085394,-0.12165442984563729,0.690753188403073,9.666519062235054,0.4014720683057674,9.666519062235054,3.628149867441236,21.31879066956513,4.978568339387412,0.15410397409725554,-0.19194911413144378,0.37984750990585747,0.8097098879459905,-0.18282779868919705,0
255,2016-07-26,739.039978,741.690002,734.27002,738.419983,738.419983,1186700,1,7,30,-0.09868499402017208,-0.08396238106682131,1.004845774873891,9.501364347557214,0.5850338695397999,9.501364347557214,3.817610932666221,21.174939546564254,5.170498344977748,-0.5850338695397999,-0.02844207968840692,-0.37512784916061076,0.19771417805739708,0.4516274464691958,0
256,2016-07-27,738.280029,744.460022,737.0,741.77002,741.77002,1512500,2,7,30,-0.01895317071883587,0.47049501946708927,1.0057055150328102,9.910081024843802,0.13076424954462157,9.910081024843802,3.3487421074256956,21.530935154267908,4.695519508863397,0.2696253482986546,-0.13076424954462157,0.42331381901900833,0.07819377763474392,0.5550204649160779,0
257,2016-07-28,747.039978,748.650024,739.299988,745.909973,745.909973,3530200,3,7,30,0.7104571306346371,-0.15149348324908143,1.2535073049626655,10.410098511982232,-0.4249819837172229,10.410098511982232,2.7751354384961435,21.966454522789988,4.114437949739,1.0041412866321917,0.8231493373530737,0.4249819837172229,0.9759848056087129,2.9761060438797737,1
258,2016-07-29,772.710022,778.549988,766.77002,768.789978,768.789978,3841500,4,7,30,3.5929334598131115,-0.5098979060832608,1.5322738767544053,13.076388984873063,-2.9761060438797737,13.076388984873063,-0.2835615788945635,24.288815585990907,1.0158818693653613,3.5146085111947145,3.9503630209914125,3.7747575840537264,3.3884401130941884,0.5291930148975666,0
259,2016-08-01,761.090027,780.429993,761.090027,772.880005,772.880005,2700500,0,8,31,-1.0015675568549172,1.5254603462021274,2.5023245361354642,13.536382662661847,-0.5291930148975666,13.536382662661847,-0.5291930148975666,24.68947388540606,0.4813128785755024,3.4895497134771842,4.025202463350043,4.458650990718796,4.2839748454871645,-0.23473847816258667,0
260,2016-08-02,768.690002,775.840027,767.849976,771.070007,771.070007,1784500,1,8,31,-0.5421285287358332,0.3086626348312862,1.0362289970383964,13.33341928315986,0.23473847816258667,13.33341928315986,0.23473847816258667,24.51269110250842,0.7171811832644577,0.2956967563646932,3.263002551206741,3.7999126841928876,4.234378682038404,0.27289712862499477,0
261,2016-08-03,767.179993,773.210022,766.820007,773.179993,773.179993,1287400,2,8,31,-0.5044955665095744,0.7760159412195241,0.8264589174386395,12.046356067570924,-0.0387992450290918,13.569929893413576,-0.0387992450290918,24.71869380096596,0.44232688778329554,0.0387992450290918,0.5677869370321315,3.5269950395625322,4.062439960212463,-0.20347170598108785,0
262,2016-08-04,772.219971,774.070007,768.794983,771.609985,771.609985,1140300,3,8,31,-0.12416539598690585,-0.07905366854472928,0.6836386390204671,11.339925830534709,0.20347170598108785,13.394069155287056,0.20347170598108785,24.56551764295794,0.646698603828969,0.06998069108709358,-0.16459351546622758,0.3654705168181607,3.3306997705583106,1.3563941593610802,0
263,2016-08-05,773.780029,783.039978,772.340027,782.219971,782.219971,1801200,4,8,31,0.28123586295995917,1.0789729632203386,1.3678953998478334,11.5210552454688,-1.1556823317158722,14.568786942925039,-1.1556823317158722,25.58870655579312,-0.7184673376231169,1.1556823317158722,1.425425636441588,1.1940331807253237,1.7169074554349326,-0.05883659871525293,0
264,2016-08-08,782.0,782.630005,778.091003,781.76001,781.76001,1107900,0,8,32,-0.028121373546468403,-0.030698679509077776,0.5806132242553547,11.104430629548311,0.05883659871525293,14.518522122921075,0.05883659871525293,25.544925481670525,0.05883659871525293,1.2983556168343677,1.097525697176554,1.3674277096880325,1.1358991105211411,0.3187718318061379,0
265,2016-08-09,781.099976,788.940002,780.570007,784.26001,784.26001,1318900,1,8,32,-0.0844292355143615,0.4029319306998703,1.0672474553432882,11.387804664424996,-0.260122787594382,14.791012995804797,-0.260122787594382,25.782267286585228,-0.260122787594382,0.260122787594382,1.6129886566573648,1.4127989262132592,1.681840567135373,0.05352283781243318,0
266,2016-08-10,783.75,786.812012,782.778015,784.679993,784.679993,786400,2,8,32,-0.06503072877577497,0.11851876029671726,0.5140945399381426,11.382985267473222,-0.05352283781243318,14.836619263720669,-0.05352283781243318,25.821990723293492,-0.05352283781243318,0.37212405388804176,0.3135064003090978,1.6656481771671623,1.4655655939477994,0.021658024488491797,0
267,2016-08-11,785.0,789.75,782.969971,784.849976,784.849976,975100,3,8,32,0.04078184774108703,-0.019114990710024607,0.8638630575685988,11.402177962224965,-0.021658024488491797,14.855063969575761,-0.021658024488491797,25.838056214707716,-0.021658024488491797,0.07516927031160463,0.3937014836578149,0.3350965255046377,1.6869454551655512,-0.20811586276570862,0
268,2016-08-12,781.5,783.39502,780.400024,783.219971,783.219971,740500,4,8,32,-0.42683010797466975,0.21960254637071647,0.38239525432121735,9.906535695321283,0.20811586276570862,14.677863851354733,0.20811586276570862,25.683713445555135,0.20811586276570862,-0.1864127644926946,-0.1327901532786603,0.18640497613154214,0.12767805176408098,-0.09968419278235435,0
269,2016-08-15,783.75,787.48999,780.109985,782.440002,782.440002,938200,0,8,33,0.06767307009846577,-0.1674247222344788,0.9432039493297765,8.607685551332546,0.308007514165913,14.592811168670297,0.308007514165913,25.60963185519752,0.308007514165913,-0.308007514165913,-0.28628278133457674,-0.23260671685340495,0.08690659964495065,-0.6819861154621026,0
270,2016-08-16,780.299988,780.97998,773.44397,777.140015,777.140015,1028000,1,8,33,-0.27350518819717307,-0.4066156598563563,0.9697107155137186,7.741209285176236,0.9920941981092071,14.010345999234126,0.9920941981092071,25.10229987320882,0.9920941981092071,-0.782350140598543,-0.9920941981092071,-0.9702213056163399,-0.91617917782808,0.3551638132469538,0
271,2016-08-17,777.320007,780.809998,773.530029,779.909973,779.909973,924200,2,8,33,0.023160819997164073,0.33208525210127093,0.9334370955658925,8.068879124334531,0.6334068252772469,14.315750133381107,0.6334068252772469,25.368309401013402,0.6334068252772469,-0.3244001343216588,-0.42440770275929657,-0.6334068252772469,-0.6116116173834247,-0.3099643729903584,0
272,2016-08-18,780.01001,782.859985,777.0,777.5,777.5,719400,3,8,33,0.01282673686234928,-0.32283086816719814,0.753695819935698,7.41479408360129,0.945334533762054,14.050159485530552,0.945334533762054,25.13697774919615,0.945334533762054,0.046300321543414985,-0.6353700321543472,-0.7356875884244356,-0.945334533762054,-0.268243925305185,0
273,2016-08-19,775.0,777.099976,773.130005,775.419983,775.419983,861500,4,8,33,-0.3215434083601286,0.05416200371508894,0.5119768753754166,7.166439892999254,1.2161142615278677,13.819604259540991,1.2161142615278677,24.936162239708498,1.2161142615278677,-0.5790397588967002,-0.221819405961833,-0.9053182989739958,-1.0059049509947933,-0.42348752164255216,0
